order_id,product_id,supplier_id,order_date,quantity,expected_delivery,actual_delivery,status,unit_price
ORD0308,P016,S046,2025-03-09,292,2025-03-14,,SHIPPED,7414.89
ORD0309,P006,S018,2026-05-13,44,2026-05-17,2026-05-17,DELIVERED,4095.0
ORD0310,P011,S031,2025-02-26,210,2025-03-03,2025-03-10,DELAYED,6910.39
ORD0311,P017,S049,2025-06-23,42,2025-06-29,2025-06-29,DELIVERED,4247.59
ORD0312,P009,S025,2026-02-14,165,2026-02-21,,PENDING,5058.6
ORD0313,P007,S021,2026-04-28,168,2026-05-01,2026-05-01,DELIVERED,1845.5
ORD0314,P011,S031,2026-05-18,271,2026-05-23,2026-05-30,DELAYED,6910.39
ORD0315,P017,S050,2025-08-15,24,2025-08-22,2025-08-22,DELIVERED,4223.28
ORD0316,P004,S011,2025-10-09,184,2025-10-13,2025-10-14,DELIVERED,19128.36
ORD0317,P006,S017,2025-07-21,142,2025-07-26,2025-07-25,DELIVERED,4310.65
ORD0318,P007,S019,2025-02-07,55,2025-02-12,2025-02-15,DELAYED,1831.12
ORD0319,P018,S052,2026-01-29,283,2026-01-31,2026-01-31,DELIVERED,2167.73
ORD0320,P013,S037,2026-04-23,108,2026-04-27,2026-04-27,DELIVERED,7913.48
ORD0321,P014,S041,2025-04-13,52,2025-04-19,2025-04-23,DELAYED,4177.53
ORD0322,P007,S020,2026-02-25,70,2026-02-28,2026-02-28,DELIVERED,1862.66
ORD0323,P011,S032,2026-02-02,90,2026-02-10,2026-02-15,DELAYED,6623.11
ORD0324,P018,S054,2026-07-11,96,2026-07-17,2026-07-17,DELIVERED,2062.69
ORD0325,P011,S032,2025-08-03,56,2025-08-11,2025-08-18,DELAYED,6623.11
ORD0326,P009,S027,2025-10-27,177,2025-11-04,,IN_TRANSIT,5324.37
ORD0327,P020,S059,2025-02-13,173,2025-02-17,2025-02-23,DELAYED,5357.71
ORD0328,P007,S019,2025-12-10,220,2025-12-15,2025-12-15,DELIVERED,1831.12
ORD0329,P016,S047,2025-04-12,240,2025-04-16,2025-04-23,DELAYED,7383.78
ORD0330,P017,S049,2025-03-01,74,2025-03-07,,SHIPPED,4247.59
ORD0331,P015,S044,2025-03-30,49,2025-04-03,2025-04-10,DELAYED,3790.06
ORD0332,P014,S042,2026-02-06,207,2026-02-14,2026-02-13,DELIVERED,4070.82
ORD0333,P013,S037,2026-01-06,33,2026-01-10,2026-01-10,DELIVERED,7913.48
ORD0334,P007,S019,2026-01-14,226,2026-01-19,2026-01-18,DELIVERED,1831.12
ORD0335,P010,S029,2025-02-04,261,2025-02-09,,SHIPPED,2995.73
ORD0336,P004,S011,2025-09-16,93,2025-09-20,2025-09-19,DELIVERED,19128.36
ORD0337,P011,S033,2025-11-11,145,2025-11-19,,IN_TRANSIT,6977.28
ORD0338,P003,S007,2025-07-15,246,2025-07-24,2025-07-25,DELIVERED,52496.35
ORD0339,P008,S023,2025-09-25,271,2025-10-01,2025-10-07,DELAYED,933.47
ORD0340,P005,S014,2025-06-07,72,2025-06-10,2025-06-11,DELIVERED,10525.09
ORD0341,P002,S005,2026-03-28,248,2026-04-05,2026-04-09,DELAYED,56864.99
ORD0342,P017,S049,2025-11-28,63,2025-12-04,,PENDING,4247.59
ORD0343,P020,S060,2025-06-28,283,2025-07-06,2025-07-13,DELAYED,5177.5
ORD0344,P005,S014,2025-05-01,256,2025-05-04,,IN_TRANSIT,10525.09
ORD0345,P019,S055,2026-03-16,49,2026-03-21,2026-03-22,DELIVERED,2611.87
ORD0346,P008,S022,2025-09-25,271,2025-09-30,2025-10-05,DELAYED,956.41
ORD0347,P005,S015,2026-02-24,160,2026-02-28,,IN_TRANSIT,10293.92
ORD0348,P003,S009,2026-02-10,80,2026-02-18,,IN_TRANSIT,52407.86
ORD0349,P002,S006,2025-03-10,292,2025-03-16,,IN_TRANSIT,58804.45
ORD0350,P001,S002,2025-12-12,26,2025-12-22,2025-12-22,DELIVERED,63026.29
ORD0351,P002,S006,2025-01-14,275,2025-01-20,2025-01-25,DELAYED,58804.45
ORD0352,P003,S008,2025-04-09,150,2025-04-15,2025-04-15,DELIVERED,53109.89
ORD0353,P014,S040,2026-04-08,30,2026-04-12,2026-04-12,DELIVERED,4290.4
ORD0354,P015,S045,2025-01-22,37,2025-01-31,2025-02-03,DELAYED,3693.04
ORD0355,P013,S037,2025-07-15,267,2025-07-19,2025-07-19,DELIVERED,7913.48
ORD0356,P010,S028,2026-01-20,97,2026-01-27,2026-01-27,DELIVERED,3108.55
ORD0357,P002,S004,2026-04-04,153,2026-04-09,,SHIPPED,56077.74
ORD0358,P014,S041,2025-06-21,67,2025-06-27,2025-07-03,DELAYED,4177.53
ORD0359,P019,S056,2025-09-06,298,2025-09-12,2025-09-12,DELIVERED,2552.44
ORD0360,P019,S057,2025-08-24,26,2025-08-27,2025-08-27,DELIVERED,2566.54
ORD0361,P017,S049,2025-09-18,246,2025-09-24,2025-09-24,DELIVERED,4247.59
ORD0362,P003,S008,2025-05-12,205,2025-05-18,,SHIPPED,53109.89
ORD0363,P011,S031,2025-05-03,72,2025-05-08,,SHIPPED,6910.39
ORD0364,P003,S007,2025-09-16,171,2025-09-25,2025-09-25,DELIVERED,52496.35
ORD0365,P010,S028,2025-07-02,294,2025-07-09,,SHIPPED,3108.55
ORD0366,P011,S031,2026-02-19,246,2026-02-24,2026-02-23,DELIVERED,6910.39
ORD0367,P004,S010,2025-02-18,83,2025-02-26,,SHIPPED,18600.17
ORD0368,P013,S039,2026-01-30,21,2026-02-07,2026-02-07,DELIVERED,7599.24
ORD0369,P020,S058,2025-04-04,87,2025-04-08,,IN_TRANSIT,5380.58
ORD0370,P003,S009,2025-12-19,161,2025-12-27,2025-12-28,DELIVERED,52407.86
ORD0371,P017,S050,2026-01-11,225,2026-01-18,2026-01-20,DELAYED,4223.28
ORD0372,P001,S002,2025-08-23,123,2025-09-02,2025-09-03,DELIVERED,63026.29
ORD0373,P004,S011,2025-03-01,50,2025-03-05,2025-03-05,DELIVERED,19128.36
ORD0374,P010,S030,2025-12-15,127,2025-12-19,2025-12-22,DELAYED,3043.46
ORD0375,P004,S012,2026-05-03,178,2026-05-08,2026-05-08,DELIVERED,18675.71
ORD0376,P003,S009,2026-03-20,205,2026-03-28,2026-04-03,DELAYED,52407.86
ORD0377,P004,S012,2025-03-28,204,2025-04-02,,SHIPPED,18675.71
ORD0378,P019,S056,2025-04-03,121,2025-04-09,,IN_TRANSIT,2552.44
ORD0379,P015,S044,2026-06-19,194,2026-06-23,2026-06-23,DELIVERED,3790.06
ORD0380,P020,S058,2025-05-29,296,2025-06-02,2025-06-02,DELIVERED,5380.58
ORD0381,P008,S023,2026-01-27,299,2026-02-02,2026-02-02,DELIVERED,933.47
ORD0382,P017,S049,2025-03-18,272,2025-03-24,,PENDING,4247.59
ORD0383,P006,S016,2026-05-20,73,2026-05-25,2026-05-24,DELIVERED,4294.61
ORD0384,P003,S008,2025-12-02,283,2025-12-08,2025-12-08,DELIVERED,53109.89
ORD0385,P002,S005,2026-07-06,169,2026-07-14,2026-07-14,DELIVERED,56864.99
ORD0386,P006,S017,2025-04-06,80,2025-04-11,2025-04-10,DELIVERED,4310.65
ORD0387,P018,S054,2025-07-07,295,2025-07-13,2025-07-20,DELAYED,2062.69
ORD0388,P006,S016,2025-04-07,152,2025-04-12,,IN_TRANSIT,4294.61
ORD0389,P010,S028,2026-04-25,42,2026-05-02,,PENDING,3108.55
ORD0390,P011,S033,2025-10-17,147,2025-10-25,2025-10-25,DELIVERED,6977.28
ORD0391,P003,S009,2025-06-07,184,2025-06-15,2025-06-22,DELAYED,52407.86
ORD0392,P012,S035,2025-10-28,118,2025-11-02,2025-11-02,DELIVERED,1490.56
ORD0393,P010,S029,2025-08-09,113,2025-08-14,2025-08-13,DELIVERED,2995.73
ORD0394,P015,S045,2026-06-11,76,2026-06-20,2026-06-20,DELIVERED,3693.04
ORD0395,P001,S003,2026-07-16,158,2026-07-21,2026-07-22,DELIVERED,61661.14
ORD0396,P003,S009,2026-02-20,256,2026-02-28,2026-02-28,DELIVERED,52407.86
ORD0397,P007,S020,2026-02-16,145,2026-02-19,,IN_TRANSIT,1862.66
ORD0398,P004,S012,2025-02-14,257,2025-02-19,2025-02-20,DELIVERED,18675.71
ORD0399,P012,S036,2025-03-06,182,2025-03-12,2025-03-12,DELIVERED,1401.38
ORD0400,P007,S020,2026-01-06,237,2026-01-09,,SHIPPED,1862.66
