sale_id,sale_date,product_id,units_sold,unit_price,promotion,discount_pct,sales_channel,day_of_week,day_of_month,month,quarter,week_of_year,is_weekend,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7
963,2025-12-31,P002,81,69999,False,0,Online,2,31,12,4,1,0,93.0,90.0,78.0,64.0,79.0,73.36666666666666,9.814954576223727
964,2026-01-01,P002,74,69999,False,0,Online,3,1,1,1,1,0,81.0,79.0,73.0,57.0,77.71428571428571,73.93333333333334,8.654753717163976
965,2026-01-02,P002,64,69999,False,0,Retail,4,2,1,1,1,0,74.0,75.0,77.0,82.0,77.0,74.5,8.736894948054205
966,2026-01-03,P002,68,69999,False,0,Online,5,3,1,1,1,1,64.0,69.0,67.0,80.0,75.42857142857143,73.9,10.047506205640419
967,2026-01-04,P002,60,69999,True,5,Online,6,4,1,1,1,1,68.0,67.0,55.0,62.0,75.28571428571429,73.5,10.160614904527039
968,2026-01-05,P002,83,69999,False,0,Online,0,5,1,1,2,0,60.0,80.0,87.0,76.0,74.28571428571429,73.43333333333334,11.38294463534943
969,2026-01-06,P002,64,69999,False,0,B2B,1,6,1,1,2,0,83.0,93.0,74.0,70.0,74.71428571428571,73.66666666666667,11.686377906410112
970,2026-01-07,P002,57,69999,True,5,Retail,2,7,1,1,2,0,64.0,81.0,90.0,72.0,70.57142857142857,73.46666666666667,8.941609528065
971,2026-01-08,P002,68,69999,False,0,Retail,3,8,1,1,2,0,57.0,74.0,79.0,69.0,67.14285714285714,72.96666666666667,8.877472827867491
972,2026-01-09,P002,65,69999,False,0,Online,4,9,1,1,2,0,68.0,64.0,75.0,86.0,66.28571428571429,72.93333333333334,8.380817098475367
973,2026-01-10,P002,66,69999,False,0,Retail,5,10,1,1,2,1,65.0,68.0,69.0,80.0,66.42857142857143,72.23333333333333,8.343802947040961
974,2026-01-11,P002,53,69999,False,0,Retail,6,11,1,1,2,1,66.0,60.0,67.0,72.0,66.14285714285714,71.76666666666667,8.315218406203108
975,2026-01-12,P002,66,69999,False,0,Online,0,12,1,1,3,0,53.0,83.0,80.0,79.0,65.14285714285714,71.13333333333334,9.511897312113517
976,2026-01-13,P002,66,69999,True,15,Online,1,13,1,1,3,0,66.0,64.0,93.0,56.0,62.714285714285715,70.7,5.5291435658183525
977,2026-01-14,P002,60,69999,False,0,Online,2,14,1,1,3,0,66.0,57.0,81.0,65.0,63.0,71.03333333333333,5.656854249492549
978,2026-01-15,P002,46,69999,False,0,Retail,3,15,1,1,3,0,60.0,68.0,74.0,67.0,63.42857142857143,70.86666666666666,5.223572942509388
979,2026-01-16,P002,57,69999,False,0,Online,4,16,1,1,3,0,46.0,65.0,64.0,78.0,60.285714285714285,70.16666666666667,7.931252228038388
980,2026-01-17,P002,65,69999,False,0,Retail,5,17,1,1,3,1,57.0,66.0,68.0,73.0,59.142857142857146,69.46666666666667,7.712080813645076
981,2026-01-18,P002,60,69999,False,0,Online,6,18,1,1,3,1,65.0,53.0,60.0,77.0,59.0,69.2,7.571877794400498
982,2026-01-19,P002,73,69999,False,0,Online,0,19,1,1,4,0,60.0,66.0,83.0,67.0,60.0,68.63333333333334,7.094598884597728
983,2026-01-20,P002,75,69999,True,15,Online,1,20,1,1,4,0,73.0,66.0,64.0,55.0,61.0,68.83333333333333,8.4459063062134
984,2026-01-21,P002,70,69999,False,0,Retail,2,21,1,1,4,0,75.0,60.0,57.0,87.0,62.285714285714285,69.5,9.894683517160304
985,2026-01-22,P002,65,69999,False,0,Online,3,22,1,1,4,0,70.0,46.0,68.0,74.0,63.714285714285715,68.93333333333334,10.226017238956251
986,2026-01-23,P002,53,69999,False,0,B2B,4,23,1,1,4,0,65.0,57.0,65.0,90.0,66.42857142857143,68.63333333333334,6.629659188252643
987,2026-01-24,P002,68,69999,False,0,Retail,5,24,1,1,4,1,53.0,65.0,66.0,79.0,65.85714285714286,67.4,7.668736780560771
988,2026-01-25,P002,61,69999,False,0,Retail,6,25,1,1,4,1,68.0,60.0,53.0,75.0,66.28571428571429,67.03333333333333,7.696628822939104
989,2026-01-26,P002,64,69999,False,0,Online,0,26,1,1,5,0,61.0,73.0,66.0,69.0,66.42857142857143,66.56666666666666,7.568732673685603
990,2026-01-27,P002,68,69999,False,0,Online,1,27,1,1,5,0,64.0,75.0,66.0,67.0,65.14285714285714,66.4,7.01019665507744
991,2026-01-28,P002,80,69999,True,15,Online,2,28,1,1,5,0,68.0,70.0,60.0,80.0,64.14285714285714,66.43333333333334,5.7569833370315555
992,2026-01-29,P002,56,69999,True,10,Online,3,29,1,1,5,0,80.0,65.0,46.0,93.0,65.57142857142857,66.43333333333334,8.182443458550917
993,2026-01-30,P002,59,69999,False,0,Online,4,30,1,1,5,0,56.0,53.0,57.0,81.0,64.28571428571429,65.2,8.957571949925777
994,2026-01-31,P002,50,69999,False,0,Online,5,31,1,1,5,1,59.0,68.0,65.0,74.0,65.14285714285714,64.46666666666667,7.925245977856182
995,2026-02-01,P002,47,69999,False,0,Retail,6,1,2,1,5,1,50.0,61.0,60.0,64.0,62.57142857142857,63.666666666666664,9.589180410878866
996,2026-02-02,P002,63,69999,False,0,Online,0,2,2,1,6,0,47.0,64.0,73.0,68.0,60.57142857142857,63.1,11.282097069504255
997,2026-02-03,P002,79,69999,False,0,Online,1,3,2,1,6,0,63.0,68.0,75.0,60.0,60.42857142857143,62.93333333333333,11.237691679598463
998,2026-02-04,P002,74,69999,False,0,Retail,2,4,2,1,6,0,79.0,80.0,70.0,83.0,62.0,63.56666666666667,13.089435944047986
999,2026-02-05,P002,60,69999,False,0,Online,3,5,2,1,6,0,74.0,56.0,65.0,64.0,61.142857142857146,63.266666666666666,11.85226520443213
1000,2026-02-06,P002,75,69999,False,0,Retail,4,6,2,1,6,0,60.0,59.0,53.0,57.0,61.714285714285715,63.13333333333333,11.657819774930646
1001,2026-02-07,P002,69,69999,False,0,Online,5,7,2,1,6,1,75.0,50.0,68.0,68.0,64.0,63.733333333333334,12.569805089976606
1002,2026-02-08,P002,65,69999,True,5,Online,6,8,2,1,6,1,69.0,47.0,61.0,65.0,66.71428571428571,63.766666666666666,10.995670143504821
1003,2026-02-09,P002,64,69999,False,0,Online,0,9,2,1,7,0,65.0,63.0,64.0,66.0,69.28571428571429,63.766666666666666,6.993193970194381
1004,2026-02-10,P002,58,69999,False,0,Online,1,10,2,1,7,0,64.0,79.0,68.0,53.0,69.42857142857143,63.7,6.85218074428733
1005,2026-02-11,P002,75,69999,False,0,Retail,2,11,2,1,7,0,58.0,74.0,80.0,66.0,66.42857142857143,63.86666666666667,6.553806600166226
1006,2026-02-12,P002,68,69999,False,0,Online,3,12,2,1,7,0,75.0,60.0,56.0,66.0,66.57142857142857,64.16666666666667,6.754187413675242
1007,2026-02-13,P002,100,69999,True,20,B2B,4,13,2,1,7,0,68.0,75.0,59.0,60.0,67.71428571428571,64.23333333333333,6.102302453836303
1008,2026-02-14,P002,60,69999,False,0,Online,5,14,2,1,7,1,100.0,69.0,50.0,46.0,71.28571428571429,65.56666666666666,13.683497185957116
1009,2026-02-15,P002,71,69999,False,0,Online,6,15,2,1,7,1,60.0,65.0,47.0,57.0,70.0,66.03333333333333,14.341083176199344
1010,2026-02-16,P002,64,69999,False,0,Online,0,16,2,1,8,0,71.0,64.0,63.0,65.0,70.85714285714286,66.5,14.170727709243618
1011,2026-02-17,P002,76,69999,False,0,Online,1,17,2,1,8,0,64.0,58.0,79.0,60.0,70.85714285714286,66.46666666666667,14.170727709243618
1012,2026-02-18,P002,70,69999,False,0,Online,2,18,2,1,8,0,76.0,75.0,74.0,73.0,73.42857142857143,67.0,13.036578575392461
1013,2026-02-19,P002,83,69999,False,0,Online,3,19,2,1,8,0,70.0,68.0,60.0,75.0,72.71428571428571,66.9,13.073054803861366
1014,2026-02-20,P002,63,69999,False,0,Online,4,20,2,1,8,0,83.0,100.0,75.0,70.0,74.85714285714286,67.16666666666667,13.39687241397003
1015,2026-02-21,P002,65,69999,False,0,Online,5,21,2,1,8,1,63.0,60.0,69.0,65.0,69.57142857142857,66.93333333333334,8.05930399925341
1016,2026-02-22,P002,57,69999,False,0,Retail,6,22,2,1,8,1,65.0,71.0,65.0,53.0,70.28571428571429,66.93333333333334,7.250615737399797
1017,2026-02-23,P002,63,69999,False,0,Online,0,23,2,1,9,0,57.0,64.0,64.0,68.0,68.28571428571429,67.06666666666666,8.788520651286907
1018,2026-02-24,P002,63,69999,False,0,B2B,1,24,2,1,9,0,63.0,76.0,58.0,61.0,68.14285714285714,66.9,8.877472827867457
1019,2026-02-25,P002,82,69999,True,15,Retail,2,25,2,1,9,0,63.0,70.0,75.0,64.0,66.28571428571429,66.96666666666667,8.300889223737615
1020,2026-02-26,P002,73,69999,False,0,B2B,3,26,2,1,9,0,82.0,83.0,68.0,68.0,68.0,67.56666666666666,10.214368964029767
1021,2026-02-27,P002,74,69999,False,0,Online,4,27,2,1,9,0,73.0,63.0,100.0,80.0,66.57142857142857,67.73333333333333,8.283661486266139
1022,2026-02-28,P002,52,69999,False,0,Online,5,28,2,1,9,1,74.0,65.0,60.0,56.0,68.14285714285714,67.53333333333333,8.53284968867523
1023,2026-03-01,P002,65,69999,False,0,Online,6,1,3,1,9,1,52.0,57.0,71.0,59.0,66.28571428571429,67.4,10.515294982616034
1024,2026-03-02,P002,91,69999,False,0,Online,0,2,3,1,10,0,65.0,63.0,64.0,50.0,67.42857142857143,67.6,9.744351233016088
1025,2026-03-03,P002,88,69999,False,0,B2B,1,3,3,1,10,0,91.0,63.0,76.0,47.0,71.42857142857143,68.96666666666667,12.869306415617293
1026,2026-03-04,P002,86,69999,True,10,Retail,2,4,3,1,10,0,88.0,82.0,70.0,63.0,75.0,70.33333333333333,13.589211407093021
1027,2026-03-05,P002,71,69999,False,0,Online,3,5,3,1,10,0,86.0,73.0,83.0,79.0,75.57142857142857,71.1,14.010200365651974
1028,2026-03-06,P002,74,69999,False,0,Online,4,6,3,1,10,0,71.0,74.0,63.0,74.0,75.28571428571429,70.83333333333333,14.091537480751665
1029,2026-03-07,P002,67,69999,False,0,B2B,5,7,3,1,10,1,74.0,52.0,65.0,60.0,75.28571428571429,70.83333333333333,14.091537480751665
1030,2026-03-08,P002,57,69999,False,0,Retail,6,8,3,1,10,1,67.0,65.0,57.0,75.0,77.42857142857143,71.06666666666666,10.690449676496986
1031,2026-03-09,P002,64,69999,False,0,Online,0,9,3,1,11,0,57.0,91.0,63.0,69.0,76.28571428571429,70.46666666666667,12.512850537404695
1032,2026-03-10,P002,52,69999,False,0,B2B,1,10,3,1,11,0,64.0,88.0,63.0,65.0,72.42857142857143,70.3,11.32632836737992
1033,2026-03-11,P002,75,69999,True,5,Online,2,11,3,1,11,0,52.0,86.0,82.0,64.0,67.28571428571429,69.86666666666666,11.250396818398448
1034,2026-03-12,P002,76,69999,False,0,Retail,3,12,3,1,11,0,75.0,71.0,73.0,58.0,65.71428571428571,70.23333333333333,8.673989580239118
1035,2026-03-13,P002,68,69999,False,0,Retail,4,13,3,1,11,0,76.0,74.0,74.0,75.0,66.42857142857143,70.83333333333333,9.360504666899592
1036,2026-03-14,P002,68,69999,False,0,Online,5,14,3,1,11,1,68.0,67.0,52.0,68.0,65.57142857142857,70.6,8.810167286666534
1037,2026-03-15,P002,60,69999,True,5,Retail,6,15,3,1,11,1,68.0,57.0,65.0,100.0,65.71428571428571,70.6,8.845230083954672
1038,2026-03-16,P002,62,69999,False,0,Online,0,16,3,1,12,0,60.0,64.0,91.0,60.0,66.14285714285714,69.26666666666667,8.41483949992662
1039,2026-03-17,P002,73,69999,False,0,Retail,1,17,3,1,12,0,62.0,52.0,88.0,71.0,65.85714285714286,69.33333333333333,8.53284968867525
1040,2026-03-18,P002,74,69999,False,0,Online,2,18,3,1,12,0,73.0,75.0,86.0,64.0,68.85714285714286,69.4,6.22972903178981
1041,2026-03-19,P002,81,69999,False,0,Retail,3,19,3,1,12,0,74.0,76.0,71.0,76.0,68.71428571428571,69.73333333333333,6.074928962939642
1042,2026-03-20,P002,67,69999,False,0,Retail,4,20,3,1,12,0,81.0,68.0,74.0,70.0,69.42857142857143,69.9,7.253898787483081
1043,2026-03-21,P002,73,69999,False,0,Retail,5,21,3,1,12,1,67.0,68.0,67.0,83.0,69.28571428571429,69.8,7.2964440132228905
1044,2026-03-22,P002,64,69999,False,0,Retail,6,22,3,1,12,1,73.0,60.0,57.0,63.0,70.0,69.46666666666667,7.393691004272998
1045,2026-03-23,P002,69,69999,False,0,Retail,0,23,3,1,13,0,64.0,62.0,64.0,65.0,70.57142857142857,69.5,6.604471789556552
1046,2026-03-24,P002,79,69999,False,0,Retail,1,24,3,1,13,0,69.0,73.0,52.0,57.0,71.57142857142857,69.63333333333334,5.533448076836734
1047,2026-03-25,P002,82,69999,False,0,Retail,2,25,3,1,13,0,79.0,74.0,75.0,63.0,72.42857142857143,70.36666666666666,6.214422549122968
1048,2026-03-26,P002,60,69999,False,0,Retail,3,26,3,1,13,0,82.0,81.0,76.0,63.0,73.57142857142857,71.0,7.2078000077958
1049,2026-03-27,P002,81,69999,False,0,Online,4,27,3,1,13,0,60.0,67.0,68.0,82.0,70.57142857142857,70.9,7.9342536480995935
1050,2026-03-28,P002,72,69999,False,0,B2B,5,28,3,1,13,1,81.0,73.0,68.0,73.0,72.57142857142857,70.86666666666666,8.618916073713367
1051,2026-03-29,P002,58,69999,False,0,Online,6,29,3,1,13,1,72.0,64.0,60.0,74.0,72.42857142857143,70.83333333333333,8.618916073713368
1052,2026-03-30,P002,71,69999,False,0,Online,0,30,3,1,14,0,58.0,69.0,62.0,52.0,71.57142857142857,70.3,9.812528434899683
1053,2026-03-31,P002,79,69999,False,0,Retail,1,31,3,1,14,0,71.0,79.0,73.0,65.0,71.85714285714286,70.93333333333334,9.754120008635203
1054,2026-04-01,P002,73,69999,False,0,Online,2,1,4,2,14,0,79.0,82.0,74.0,91.0,71.85714285714286,71.4,9.754120008635203
1055,2026-04-02,P002,64,69999,False,0,Retail,3,2,4,2,14,0,73.0,60.0,81.0,88.0,70.57142857142857,70.8,8.734169352933055
1056,2026-04-03,P002,62,69999,False,0,Online,4,3,4,2,14,0,64.0,81.0,67.0,86.0,71.14285714285714,70.0,8.029706749078146
1057,2026-04-04,P002,66,69999,False,0,Retail,5,4,4,2,14,1,62.0,72.0,73.0,71.0,68.42857142857143,69.2,7.322502824789403
1058,2026-04-05,P002,67,69999,False,0,Retail,6,5,4,2,14,1,66.0,58.0,64.0,74.0,67.57142857142857,69.03333333333333,7.1846397000162066
1059,2026-04-06,P002,80,69999,False,0,Retail,0,6,4,2,15,0,67.0,71.0,69.0,67.0,68.85714285714286,68.8,5.87164291116137
1060,2026-04-07,P002,74,69999,True,5,Online,1,7,4,2,15,0,80.0,79.0,79.0,57.0,70.14285714285714,69.23333333333333,7.244045173533316
1061,2026-04-08,P002,82,69999,False,0,Online,2,8,4,2,15,0,74.0,73.0,82.0,64.0,69.42857142857143,69.8,6.42539604115694
1062,2026-04-09,P002,49,69999,False,0,B2B,3,9,4,2,15,0,82.0,64.0,60.0,52.0,70.71428571428571,70.4,7.9731692927862365
1063,2026-04-10,P002,82,69999,False,0,Retail,4,10,4,2,15,0,49.0,62.0,81.0,75.0,68.57142857142857,70.3,11.370387604902282
1064,2026-04-11,P002,48,69999,False,0,Retail,5,11,4,2,15,1,82.0,66.0,72.0,76.0,71.42857142857143,70.53333333333333,11.942321701371485
1065,2026-04-12,P002,56,69999,False,0,B2B,6,12,4,2,15,1,48.0,67.0,58.0,68.0,68.85714285714286,69.6,14.882076148044384
1066,2026-04-13,P002,64,69999,False,0,Online,0,13,4,2,16,0,56.0,80.0,71.0,68.0,67.28571428571429,69.2,15.67071882752766
1067,2026-04-14,P002,63,69999,False,0,Online,1,14,4,2,16,0,64.0,74.0,79.0,60.0,65.0,69.06666666666666,14.640127503998555
1068,2026-04-15,P002,84,69999,False,0,Online,2,15,4,2,16,0,63.0,82.0,73.0,62.0,63.42857142857143,69.16666666666667,14.093227012258389
1069,2026-04-16,P002,66,69999,False,0,Online,3,16,4,2,16,0,84.0,49.0,64.0,73.0,63.714285714285715,69.9,14.545495129813576
1070,2026-04-17,P002,70,69999,False,0,Retail,4,17,4,2,16,0,66.0,82.0,62.0,74.0,66.14285714285714,69.66666666666667,13.018302134924966
1071,2026-04-18,P002,67,69999,False,0,Online,5,18,4,2,16,1,70.0,48.0,66.0,81.0,64.42857142857143,69.53333333333333,11.252512946851
1072,2026-04-19,P002,65,69999,False,0,Online,6,19,4,2,16,1,67.0,56.0,67.0,67.0,67.14285714285714,69.06666666666666,8.610624666239868
1073,2026-04-20,P002,70,69999,False,0,Online,0,20,4,2,17,0,65.0,64.0,80.0,73.0,68.42857142857143,69.0,7.23088613419651
1074,2026-04-21,P002,62,69999,False,0,Online,1,21,4,2,17,0,70.0,63.0,74.0,64.0,69.28571428571429,68.9,6.96932052437176
1075,2026-04-22,P002,84,69999,False,0,Online,2,22,4,2,17,0,62.0,84.0,82.0,69.0,69.14285714285714,68.83333333333333,7.128079952520506
1076,2026-04-23,P002,72,69999,False,0,Online,3,23,4,2,17,0,84.0,66.0,49.0,79.0,69.14285714285714,69.33333333333333,7.128079952520506
1077,2026-04-24,P002,65,69999,True,5,Retail,4,24,4,2,17,0,72.0,70.0,82.0,82.0,70.0,69.1,7.047458170622043
1078,2026-04-25,P002,55,69999,False,0,Online,5,25,4,2,17,1,65.0,67.0,48.0,60.0,69.28571428571429,68.53333333333333,7.296444013222888
1079,2026-04-26,P002,78,69999,False,0,Online,6,26,4,2,17,1,55.0,65.0,56.0,81.0,67.57142857142857,68.36666666666666,9.107819769427927
1080,2026-04-27,P002,81,69999,False,0,Retail,0,27,4,2,18,0,78.0,70.0,64.0,72.0,69.42857142857143,68.26666666666667,9.795528620364589
1081,2026-04-28,P002,68,69999,False,0,Retail,1,28,4,2,18,0,81.0,62.0,63.0,58.0,71.0,68.56666666666666,10.739335795724699
1082,2026-04-29,P002,70,69999,False,0,Retail,2,29,4,2,18,0,68.0,84.0,84.0,71.0,71.85714285714286,68.9,10.12305242879789
1083,2026-04-30,P002,75,69999,True,10,Retail,3,30,4,2,18,0,70.0,72.0,66.0,79.0,69.85714285714286,68.86666666666666,8.591246929842292
1084,2026-05-01,P002,105,69999,False,0,Retail,4,1,5,2,18,0,75.0,65.0,70.0,73.0,70.28571428571429,68.73333333333333,8.788520651286879
1085,2026-05-02,P002,64,69999,False,0,Online,5,2,5,2,18,1,105.0,55.0,67.0,64.0,76.0,69.8,15.340577998671787
1086,2026-05-03,P002,60,69999,False,0,B2B,6,3,5,2,18,1,64.0,78.0,65.0,62.0,77.28571428571429,69.8,13.561148989107126
1087,2026-05-04,P002,76,69999,False,0,Online,0,4,5,2,19,0,60.0,81.0,70.0,66.0,74.71428571428571,69.73333333333333,15.030128472663225
1088,2026-05-05,P002,82,69999,True,10,Online,1,5,5,2,19,0,76.0,68.0,62.0,67.0,74.0,70.06666666666666,14.798648586948744
1089,2026-05-06,P002,82,69999,True,10,Online,2,6,5,2,19,0,82.0,70.0,84.0,80.0,76.0,70.56666666666666,14.798648586948731
1090,2026-05-07,P002,66,69999,False,0,Retail,3,7,5,2,19,0,82.0,75.0,72.0,74.0,77.71428571428571,70.63333333333334,14.682350921137525
1091,2026-05-08,P002,65,69999,False,0,B2B,4,8,5,2,19,0,66.0,105.0,65.0,82.0,76.42857142857143,70.36666666666666,15.339025858434226
1092,2026-05-09,P002,70,69999,True,15,B2B,5,9,5,2,19,1,65.0,64.0,55.0,49.0,70.71428571428571,69.8,9.105205209371311
1093,2026-05-10,P002,84,69999,True,15,Online,6,10,5,2,19,1,70.0,60.0,78.0,82.0,71.57142857142857,70.5,8.63823174145311
1094,2026-05-11,P002,67,69999,False,0,Retail,0,11,5,2,20,0,84.0,76.0,81.0,48.0,75.0,70.56666666666666,8.020806277010625
1095,2026-05-12,P002,76,69999,False,0,Online,1,12,5,2,20,0,67.0,82.0,68.0,56.0,73.71428571428571,71.2,8.538428538364766
1096,2026-05-13,P002,68,69999,False,0,Retail,2,13,5,2,20,0,76.0,82.0,70.0,64.0,72.85714285714286,71.86666666666666,7.840675383931578
1097,2026-05-14,P002,68,69999,False,0,Retail,3,14,5,2,20,0,68.0,66.0,75.0,63.0,70.85714285714286,72.0,6.841748592978575
1098,2026-05-15,P002,53,69999,False,0,Retail,4,15,5,2,20,0,68.0,65.0,105.0,84.0,71.14285714285714,72.16666666666667,6.644009116704882
1099,2026-05-16,P002,71,69999,False,0,B2B,5,16,5,2,20,1,53.0,70.0,64.0,66.0,69.42857142857143,71.13333333333334,9.44911182523072
1100,2026-05-17,P002,65,69999,False,0,Online,6,17,5,2,20,1,71.0,84.0,60.0,70.0,69.57142857142857,71.3,9.466733735510275
1101,2026-05-18,P002,70,69999,False,0,Online,0,18,5,2,21,0,65.0,67.0,76.0,67.0,66.85714285714286,71.13333333333334,7.05758625944628
1102,2026-05-19,P002,47,69999,False,0,Online,1,19,5,2,21,0,70.0,76.0,82.0,65.0,67.28571428571429,71.23333333333333,7.15807901871
1103,2026-05-20,P002,92,69999,False,0,Retail,2,20,5,2,21,0,47.0,68.0,82.0,70.0,63.142857142857146,70.63333333333334,9.335033858688396
1104,2026-05-21,P002,71,69999,False,0,Online,3,21,5,2,21,0,92.0,68.0,66.0,62.0,66.57142857142857,71.36666666666666,14.432107063270958
1105,2026-05-22,P002,72,69999,False,0,B2B,4,22,5,2,21,0,71.0,53.0,65.0,84.0,67.0,71.66666666666667,14.525839046333989
1106,2026-05-23,P002,53,69999,False,0,Retail,5,23,5,2,21,1,72.0,71.0,70.0,72.0,69.71428571428571,71.26666666666667,13.187295473476079
1107,2026-05-24,P002,66,69999,True,5,Online,6,24,5,2,21,1,53.0,65.0,84.0,65.0,67.14285714285714,70.63333333333334,14.576563054307128
1108,2026-05-25,P002,59,69999,False,0,Online,0,25,5,2,22,0,66.0,70.0,67.0,55.0,67.28571428571429,70.66666666666667,14.556948921555058
1109,2026-05-26,P002,67,69999,False,0,Online,1,26,5,2,22,0,59.0,47.0,76.0,78.0,65.71428571428571,70.8,14.806690894257786
1110,2026-05-27,P002,76,69999,False,0,B2B,2,27,5,2,22,0,67.0,92.0,68.0,81.0,68.57142857142857,70.43333333333334,12.313368654395452
1111,2026-05-28,P002,63,69999,False,0,Online,3,28,5,2,22,0,76.0,71.0,68.0,68.0,66.28571428571429,70.26666666666667,7.952238379104111
1112,2026-05-29,P002,65,69999,False,0,Retail,4,29,5,2,22,0,63.0,72.0,53.0,70.0,65.14285714285714,70.1,7.733661733585526
1113,2026-05-30,P002,68,69999,False,0,Online,5,30,5,2,22,1,65.0,53.0,71.0,75.0,64.14285714285714,69.93333333333334,7.128079952520539
1114,2026-05-31,P002,67,69999,False,0,Retail,6,31,5,2,22,1,68.0,66.0,65.0,105.0,66.28571428571429,69.7,5.2190128605030655
1115,2026-06-01,P002,68,69999,False,0,Retail,0,1,6,2,23,0,67.0,59.0,70.0,64.0,66.42857142857143,68.43333333333334,5.223572942509315
1116,2026-06-02,P002,73,69999,False,0,Online,1,2,6,2,23,0,68.0,67.0,47.0,60.0,67.71428571428571,68.56666666666666,4.070801956792983
1117,2026-06-03,P002,87,69999,False,0,Online,2,3,6,2,23,0,73.0,76.0,92.0,76.0,68.57142857142857,69.0,4.503966505838519
1118,2026-06-04,P002,68,69999,False,0,Online,3,4,6,2,23,0,87.0,63.0,71.0,82.0,70.14285714285714,69.36666666666666,8.050436249640425
1119,2026-06-05,P002,73,69999,False,0,Online,4,5,6,2,23,0,68.0,65.0,72.0,82.0,70.85714285714286,68.9,7.515064236331664
1120,2026-06-06,P002,72,69999,False,0,Online,5,6,6,2,23,1,73.0,68.0,53.0,66.0,72.0,68.6,7.071067811865522
1121,2026-06-07,P002,65,69999,False,0,B2B,6,7,6,2,23,1,72.0,67.0,66.0,65.0,72.57142857142857,68.8,6.852180744287294
1122,2026-06-08,P002,77,69999,False,0,Online,0,8,6,2,24,0,65.0,68.0,59.0,70.0,72.28571428571429,68.8,7.1580790187099685
1123,2026-06-09,P002,69,69999,False,0,Retail,1,9,6,2,24,0,77.0,73.0,67.0,84.0,73.57142857142857,69.03333333333333,7.067699834626645
1124,2026-06-10,P002,58,69999,False,0,Online,2,10,6,2,24,0,69.0,87.0,76.0,67.0,73.0,68.53333333333333,7.280109889280559
1125,2026-06-11,P002,88,69999,False,0,Online,3,11,6,2,24,0,58.0,68.0,63.0,76.0,68.85714285714286,68.23333333333333,6.148944934663562
1126,2026-06-12,P002,57,69999,False,0,Online,4,12,6,2,24,0,88.0,73.0,65.0,68.0,71.71428571428571,68.63333333333334,9.446591726019276
1127,2026-06-13,P002,65,69999,False,0,Retail,5,13,6,2,24,1,57.0,72.0,68.0,68.0,69.42857142857143,68.26666666666667,10.906529280774052
1128,2026-06-14,P002,50,69999,False,0,B2B,6,14,6,2,24,1,65.0,65.0,67.0,53.0,68.42857142857143,68.16666666666667,10.952277432223026
1129,2026-06-15,P002,69,69999,False,0,Online,0,15,6,2,25,0,50.0,77.0,68.0,71.0,66.28571428571429,68.06666666666666,13.009154286043971
1130,2026-06-16,P002,66,69999,False,0,B2B,1,16,6,2,25,0,69.0,69.0,73.0,65.0,65.14285714285714,68.0,12.239670085812152
1131,2026-06-17,P002,66,69999,False,0,Online,2,17,6,2,25,0,66.0,58.0,87.0,70.0,64.71428571428571,68.03333333333333,12.134170562428084
1132,2026-06-18,P002,69,69999,False,0,Online,3,18,6,2,25,0,66.0,88.0,68.0,47.0,65.85714285714286,67.9,11.767590682726498
1133,2026-06-19,P002,76,69999,False,0,Online,4,19,6,2,25,0,69.0,57.0,73.0,92.0,63.142857142857146,68.63333333333334,7.057586259446278
1134,2026-06-20,P002,87,69999,True,20,Retail,5,20,6,2,25,1,76.0,65.0,72.0,71.0,65.85714285714286,68.1,7.9041881604748925
1135,2026-06-21,P002,53,69999,False,0,Retail,6,21,6,2,25,1,87.0,50.0,65.0,72.0,69.0,68.63333333333334,11.195237082497812
1136,2026-06-22,P002,76,69999,False,0,Retail,0,22,6,2,26,0,53.0,69.0,77.0,53.0,69.42857142857143,68.0,10.373960074101326
1137,2026-06-23,P002,74,69999,False,0,Retail,1,23,6,2,26,0,76.0,66.0,69.0,66.0,70.42857142857143,68.76666666666667,10.659223593632339
1138,2026-06-24,P002,72,69999,True,10,Online,2,24,6,2,26,0,74.0,66.0,58.0,59.0,71.57142857142857,69.03333333333333,10.533393610436361
1139,2026-06-25,P002,84,69999,True,15,Online,3,25,6,2,26,0,72.0,69.0,88.0,67.0,72.42857142857143,69.46666666666667,10.244626930854121
1140,2026-06-26,P002,68,69999,False,0,Online,4,26,6,2,26,0,84.0,76.0,57.0,76.0,74.57142857142857,70.03333333333333,10.952277432223008
1141,2026-06-27,P002,60,69999,False,0,Retail,5,27,6,2,26,1,68.0,87.0,65.0,63.0,73.42857142857143,69.76666666666667,11.193110125685124
1142,2026-06-28,P002,77,69999,False,0,Online,6,28,6,2,26,1,60.0,53.0,50.0,65.0,69.57142857142857,69.66666666666667,10.357881747042446
1143,2026-06-29,P002,71,69999,False,0,Retail,0,29,6,2,27,0,77.0,76.0,69.0,68.0,73.0,70.06666666666666,7.549834435270787
1144,2026-06-30,P002,73,69999,False,0,Online,1,30,6,2,27,0,71.0,74.0,66.0,67.0,72.28571428571429,70.16666666666667,7.4546246432284695
1145,2026-07-01,P002,62,69999,False,0,Online,2,1,7,3,27,0,73.0,72.0,66.0,68.0,72.14285714285714,70.36666666666666,7.425823667638342
1146,2026-07-02,P002,65,69999,False,0,Retail,3,2,7,3,27,0,62.0,84.0,69.0,73.0,70.71428571428571,70.16666666666667,8.360906763309982
