inventory_id,snapshot_date,product_id,opening_stock,units_received,units_sold,closing_stock,reserved_stock
1963,2025-06-18,P004,125,124,60,189,8
1964,2025-06-19,P004,189,0,63,126,13
1965,2025-06-20,P004,126,118,71,173,12
1966,2025-06-21,P004,173,0,50,123,9
1967,2025-06-22,P004,123,87,49,161,5
1968,2025-06-23,P004,161,0,73,88,7
1969,2025-06-24,P004,88,96,59,125,6
1970,2025-06-25,P004,125,87,68,144,7
1971,2025-06-26,P004,144,0,62,82,7
1972,2025-06-27,P004,82,91,45,128,7
1973,2025-06-28,P004,128,97,55,170,9
1974,2025-06-29,P004,170,0,53,117,10
1975,2025-06-30,P004,117,0,56,61,5
1976,2025-07-01,P004,61,134,55,140,5
1977,2025-07-02,P004,140,135,68,207,12
1978,2025-07-03,P004,207,0,66,141,13
1979,2025-07-04,P004,141,0,53,88,13
1980,2025-07-05,P004,88,91,55,124,15
1981,2025-07-06,P004,124,0,47,77,14
1982,2025-07-07,P004,77,0,47,30,2
1983,2025-07-08,P004,30,76,52,76,0
1984,2025-07-09,P004,76,109,66,119,2
1985,2025-07-10,P004,119,76,66,129,6
1986,2025-07-11,P004,129,0,64,65,13
1987,2025-07-12,P004,65,129,58,136,2
1988,2025-07-13,P004,136,0,56,80,14
1989,2025-07-14,P004,80,107,55,132,12
1990,2025-07-15,P004,132,94,62,164,2
1991,2025-07-16,P004,164,0,64,100,12
1992,2025-07-17,P004,100,0,64,36,4
1993,2025-07-18,P004,36,0,66,0,0
1994,2025-07-19,P004,0,97,56,97,0
1995,2025-07-20,P004,97,121,53,165,9
1996,2025-07-21,P004,165,0,65,100,5
1997,2025-07-22,P004,100,123,78,145,2
1998,2025-07-23,P004,145,0,66,79,4
1999,2025-07-24,P004,79,131,55,155,3
2000,2025-07-25,P004,155,0,52,103,11
2001,2025-07-26,P004,103,0,46,57,11
2002,2025-07-27,P004,57,95,51,101,5
2003,2025-07-28,P004,101,0,53,48,2
2004,2025-07-29,P004,48,0,56,0,0
2005,2025-07-30,P004,0,0,45,0,0
2006,2025-07-31,P004,0,0,77,0,0
2007,2025-08-01,P004,0,83,68,83,6
2008,2025-08-02,P004,83,76,58,101,3
2009,2025-08-03,P004,101,0,68,33,1
2010,2025-08-04,P004,33,105,78,105,1
2011,2025-08-05,P004,105,104,55,154,9
2012,2025-08-06,P004,154,0,73,81,9
2013,2025-08-07,P004,81,109,86,109,7
2014,2025-08-08,P004,109,110,63,156,12
2015,2025-08-09,P004,156,0,68,88,8
2016,2025-08-10,P004,88,106,63,131,10
2017,2025-08-11,P004,131,110,70,171,6
2018,2025-08-12,P004,171,0,52,119,3
2019,2025-08-13,P004,119,0,74,45,6
2020,2025-08-14,P004,45,129,62,129,10
2021,2025-08-15,P004,129,0,68,61,7
2022,2025-08-16,P004,61,106,63,106,12
2023,2025-08-17,P004,106,128,73,161,15
2024,2025-08-18,P004,161,0,59,102,9
2025,2025-08-19,P004,102,76,53,125,7
2026,2025-08-20,P004,125,81,75,131,9
2027,2025-08-21,P004,131,92,85,138,13
2028,2025-08-22,P004,138,108,82,164,5
2029,2025-08-23,P004,164,0,63,101,6
2030,2025-08-24,P004,101,104,59,146,6
2031,2025-08-25,P004,146,0,75,71,4
2032,2025-08-26,P004,71,100,65,106,1
2033,2025-08-27,P004,106,108,96,118,9
2034,2025-08-28,P004,118,135,77,176,13
2035,2025-08-29,P004,176,0,79,97,6
2036,2025-08-30,P004,97,0,86,11,5
2037,2025-08-31,P004,11,0,66,0,0
2038,2025-09-01,P004,0,79,67,79,2
2039,2025-09-02,P004,79,118,69,128,11
2040,2025-09-03,P004,128,87,54,161,10
2041,2025-09-04,P004,161,0,65,96,11
2042,2025-09-05,P004,96,75,67,104,2
2043,2025-09-06,P004,104,99,98,105,11
2044,2025-09-07,P004,105,121,65,161,15
2045,2025-09-08,P004,161,0,65,96,1
2046,2025-09-09,P004,96,114,82,128,9
2047,2025-09-10,P004,128,0,80,48,11
2048,2025-09-11,P004,48,112,68,112,3
2049,2025-09-12,P004,112,84,72,124,2
2050,2025-09-13,P004,124,77,65,136,6
2051,2025-09-14,P004,136,117,72,181,15
2052,2025-09-15,P004,181,0,62,119,0
2053,2025-09-16,P004,119,79,65,133,7
2054,2025-09-17,P004,133,0,65,68,13
2055,2025-09-18,P004,68,93,60,101,4
2056,2025-09-19,P004,101,133,63,171,3
2057,2025-09-20,P004,171,0,59,112,0
2058,2025-09-21,P004,112,101,72,141,15
2059,2025-09-22,P004,141,97,73,165,4
2060,2025-09-23,P004,165,0,73,92,2
2061,2025-09-24,P004,92,78,82,88,9
2062,2025-09-25,P004,88,95,73,110,9
2063,2025-09-26,P004,110,118,72,156,10
2064,2025-09-27,P004,156,0,61,95,13
2065,2025-09-28,P004,95,0,62,33,12
2066,2025-09-29,P004,33,86,63,86,5
2067,2025-09-30,P004,86,135,52,169,10
2068,2025-10-01,P004,169,0,75,94,8
2069,2025-10-02,P004,94,81,96,81,14
2070,2025-10-03,P004,81,97,76,102,12
2071,2025-10-04,P004,102,113,64,151,4
2072,2025-10-05,P004,151,0,72,79,6
2073,2025-10-06,P004,79,126,72,133,13
2074,2025-10-07,P004,133,128,70,191,1
2075,2025-10-08,P004,191,0,66,125,14
2076,2025-10-09,P004,125,0,63,62,12
2077,2025-10-10,P004,62,108,77,108,15
2078,2025-10-11,P004,108,90,72,126,10
2079,2025-10-12,P004,126,124,57,193,6
2080,2025-10-13,P004,193,0,62,131,10
2081,2025-10-14,P004,131,131,68,194,11
2082,2025-10-15,P004,194,0,77,117,4
2083,2025-10-16,P004,117,104,54,167,15
2084,2025-10-17,P004,167,0,49,118,0
2085,2025-10-18,P004,118,108,74,152,6
2086,2025-10-19,P004,152,0,49,103,0
2087,2025-10-20,P004,103,103,63,143,12
2088,2025-10-21,P004,143,131,70,204,7
2089,2025-10-22,P004,204,0,63,141,5
2090,2025-10-23,P004,141,88,81,148,5
2091,2025-10-24,P004,148,0,71,77,14
2092,2025-10-25,P004,77,0,64,13,4
2093,2025-10-26,P004,13,89,65,89,4
2094,2025-10-27,P004,89,100,59,130,5
2095,2025-10-28,P004,130,0,77,53,10
2096,2025-10-29,P004,53,130,68,130,6
2097,2025-10-30,P004,130,88,71,147,14
2098,2025-10-31,P004,147,0,62,85,7
2099,2025-11-01,P004,85,0,50,35,4
2100,2025-11-02,P004,35,0,64,0,0
2101,2025-11-03,P004,0,0,75,0,0
2102,2025-11-04,P004,0,135,59,135,13
2103,2025-11-05,P004,135,105,64,176,11
2104,2025-11-06,P004,176,0,81,95,0
2105,2025-11-07,P004,95,78,57,116,10
2106,2025-11-08,P004,116,132,72,176,2
2107,2025-11-09,P004,176,0,53,123,10
2108,2025-11-10,P004,123,78,71,130,6
2109,2025-11-11,P004,130,81,86,125,1
2110,2025-11-12,P004,125,82,75,132,0
2111,2025-11-13,P004,132,92,63,161,6
2112,2025-11-14,P004,161,0,70,91,6
2113,2025-11-15,P004,91,123,58,156,1
2114,2025-11-16,P004,156,0,52,104,1
2115,2025-11-17,P004,104,112,78,138,7
2116,2025-11-18,P004,138,0,61,77,8
2117,2025-11-19,P004,77,112,68,121,13
2118,2025-11-20,P004,121,78,79,120,15
2119,2025-11-21,P004,120,0,48,72,12
2120,2025-11-22,P004,72,117,57,132,12
2121,2025-11-23,P004,132,108,79,161,9
2122,2025-11-24,P004,161,0,79,82,4
2123,2025-11-25,P004,82,86,66,102,14
2124,2025-11-26,P004,102,108,71,139,11
2125,2025-11-27,P004,139,98,66,171,13
2126,2025-11-28,P004,171,0,79,92,9
2127,2025-11-29,P004,92,84,52,124,5
2128,2025-11-30,P004,124,96,96,124,0
2129,2025-12-01,P004,124,88,77,135,4
2130,2025-12-02,P004,135,83,88,130,13
2131,2025-12-03,P004,130,0,82,48,9
2132,2025-12-04,P004,48,83,84,83,5
2133,2025-12-05,P004,83,86,77,92,2
2134,2025-12-06,P004,92,78,68,102,11
2135,2025-12-07,P004,102,107,62,147,3
2136,2025-12-08,P004,147,0,64,83,8
2137,2025-12-09,P004,83,103,71,115,2
2138,2025-12-10,P004,115,86,82,119,0
2139,2025-12-11,P004,119,119,56,182,7
2140,2025-12-12,P004,182,0,59,123,10
2141,2025-12-13,P004,123,106,62,167,14
2142,2025-12-14,P004,167,0,65,102,7
2143,2025-12-15,P004,102,91,72,121,1
2144,2025-12-16,P004,121,90,68,143,12
2145,2025-12-17,P004,143,88,83,148,12
2146,2025-12-18,P004,148,89,85,152,2
2147,2025-12-19,P004,152,0,54,98,15
2148,2025-12-20,P004,98,97,52,143,6
2149,2025-12-21,P004,143,0,60,83,6
2150,2025-12-22,P004,83,87,59,111,9
2151,2025-12-23,P004,111,0,75,36,14
2152,2025-12-24,P004,36,88,88,88,1
2153,2025-12-25,P004,88,0,74,14,11
2154,2025-12-26,P004,14,0,71,0,0
2155,2025-12-27,P004,0,0,55,0,0
2156,2025-12-28,P004,0,104,61,104,13
2157,2025-12-29,P004,104,0,70,34,9
2158,2025-12-30,P004,34,0,69,0,0
2159,2025-12-31,P004,0,0,84,0,0
2160,2026-01-01,P004,0,115,61,115,15
2161,2026-01-02,P004,115,76,51,140,7
2162,2026-01-03,P004,140,0,57,83,15
2163,2026-01-04,P004,83,134,58,159,10
2164,2026-01-05,P004,159,0,72,87,3
2165,2026-01-06,P004,87,0,74,13,10
2166,2026-01-07,P004,13,119,55,119,9
2167,2026-01-08,P004,119,83,54,148,6
2168,2026-01-09,P004,148,0,52,96,13
2169,2026-01-10,P004,96,101,55,142,3
2170,2026-01-11,P004,142,0,60,82,0
2171,2026-01-12,P004,82,76,65,93,10
2172,2026-01-13,P004,93,81,62,112,11
2173,2026-01-14,P004,112,0,62,50,11
2174,2026-01-15,P004,50,81,77,81,1
2175,2026-01-16,P004,81,94,56,119,3
2176,2026-01-17,P004,119,100,70,149,12
2177,2026-01-18,P004,149,0,45,104,3
2178,2026-01-19,P004,104,110,67,147,0
2179,2026-01-20,P004,147,79,81,145,14
2180,2026-01-21,P004,145,0,65,80,4
2181,2026-01-22,P004,80,132,61,151,0
2182,2026-01-23,P004,151,0,79,72,5
2183,2026-01-24,P004,72,0,55,17,6
2184,2026-01-25,P004,17,97,61,97,12
2185,2026-01-26,P004,97,130,45,182,8
2186,2026-01-27,P004,182,0,68,114,5
2187,2026-01-28,P004,114,78,50,142,11
2188,2026-01-29,P004,142,0,56,86,2
2189,2026-01-30,P004,86,100,55,131,15
2190,2026-01-31,P004,131,75,61,145,10
2191,2026-02-01,P004,145,0,44,101,8
2192,2026-02-02,P004,101,123,60,164,4
2193,2026-02-03,P004,164,0,75,89,12
2194,2026-02-04,P004,89,0,52,37,4
2195,2026-02-05,P004,37,124,61,124,2
2196,2026-02-06,P004,124,131,59,196,9
2197,2026-02-07,P004,196,0,61,135,14
2198,2026-02-08,P004,135,0,51,84,2
2199,2026-02-09,P004,84,75,55,104,4
2200,2026-02-10,P004,104,86,64,126,15
2201,2026-02-11,P004,126,77,75,128,15
2202,2026-02-12,P004,128,83,64,147,10
2203,2026-02-13,P004,147,0,65,82,14
2204,2026-02-14,P004,82,128,48,162,4
2205,2026-02-15,P004,162,0,85,77,3
2206,2026-02-16,P004,77,0,69,8,3
2207,2026-02-17,P004,8,126,73,126,6
2208,2026-02-18,P004,126,0,61,65,1
2209,2026-02-19,P004,65,120,63,122,8
2210,2026-02-20,P004,122,0,60,62,6
2211,2026-02-21,P004,62,0,46,16,2
2212,2026-02-22,P004,16,124,55,124,2
2213,2026-02-23,P004,124,116,67,173,8
2214,2026-02-24,P004,173,0,61,112,12
2215,2026-02-25,P004,112,127,58,181,2
2216,2026-02-26,P004,181,0,65,116,2
2217,2026-02-27,P004,116,99,69,146,14
2218,2026-02-28,P004,146,0,52,94,0
2219,2026-03-01,P004,94,111,77,128,15
2220,2026-03-02,P004,128,129,66,191,6
2221,2026-03-03,P004,191,0,59,132,11
2222,2026-03-04,P004,132,0,55,77,0
2223,2026-03-05,P004,77,94,71,100,9
2224,2026-03-06,P004,100,87,61,126,3
2225,2026-03-07,P004,126,89,55,160,3
2226,2026-03-08,P004,160,0,67,93,4
2227,2026-03-09,P004,93,132,80,145,14
2228,2026-03-10,P004,145,0,56,89,0
2229,2026-03-11,P004,89,0,51,38,15
2230,2026-03-12,P004,38,127,67,127,3
2231,2026-03-13,P004,127,116,59,184,0
2232,2026-03-14,P004,184,0,63,121,10
2233,2026-03-15,P004,121,0,44,77,8
2234,2026-03-16,P004,77,103,70,110,13
2235,2026-03-17,P004,110,131,69,172,15
2236,2026-03-18,P004,172,0,75,97,3
2237,2026-03-19,P004,97,128,72,153,12
2238,2026-03-20,P004,153,0,62,91,4
2239,2026-03-21,P004,91,92,51,132,6
2240,2026-03-22,P004,132,119,67,184,3
2241,2026-03-23,P004,184,0,62,122,6
2242,2026-03-24,P004,122,131,71,182,10
2243,2026-03-25,P004,182,0,76,106,7
2244,2026-03-26,P004,106,93,55,144,0
2245,2026-03-27,P004,144,128,77,195,4
2246,2026-03-28,P004,195,0,60,135,0
2247,2026-03-29,P004,135,0,49,86,14
2248,2026-03-30,P004,86,129,55,160,8
2249,2026-03-31,P004,160,0,79,81,11
2250,2026-04-01,P004,81,108,69,120,8
2251,2026-04-02,P004,120,94,61,153,1
2252,2026-04-03,P004,153,85,81,157,14
2253,2026-04-04,P004,157,0,48,109,15
2254,2026-04-05,P004,109,0,62,47,0
2255,2026-04-06,P004,47,110,53,110,1
2256,2026-04-07,P004,110,102,73,139,15
2257,2026-04-08,P004,139,86,75,150,14
2258,2026-04-09,P004,150,0,57,93,6
2259,2026-04-10,P004,93,121,63,151,9
2260,2026-04-11,P004,151,0,58,93,8
2261,2026-04-12,P004,93,0,56,37,11
2262,2026-04-13,P004,37,0,65,0,0
2263,2026-04-14,P004,0,112,75,112,1
2264,2026-04-15,P004,112,106,53,165,9
2265,2026-04-16,P004,165,0,68,97,4
2266,2026-04-17,P004,97,128,78,147,0
2267,2026-04-18,P004,147,0,48,99,6
2268,2026-04-19,P004,99,88,57,130,8
2269,2026-04-20,P004,130,128,56,202,15
2270,2026-04-21,P004,202,0,68,134,3
2271,2026-04-22,P004,134,117,71,180,8
2272,2026-04-23,P004,180,0,67,113,5
2273,2026-04-24,P004,113,131,65,179,11
2274,2026-04-25,P004,179,0,53,126,8
2275,2026-04-26,P004,126,89,54,161,14
2276,2026-04-27,P004,161,0,59,102,7
2277,2026-04-28,P004,102,119,74,147,8
2278,2026-04-29,P004,147,0,55,92,14
2279,2026-04-30,P004,92,94,73,113,13
2280,2026-05-01,P004,113,107,64,156,6
2281,2026-05-02,P004,156,0,47,109,5
2282,2026-05-03,P004,109,96,51,154,7
2283,2026-05-04,P004,154,0,68,86,10
2284,2026-05-05,P004,86,86,56,116,14
2285,2026-05-06,P004,116,0,55,61,8
2286,2026-05-07,P004,61,115,63,115,0
2287,2026-05-08,P004,115,108,75,148,8
2288,2026-05-09,P004,148,0,52,96,15
2289,2026-05-10,P004,96,0,49,47,7
2290,2026-05-11,P004,47,0,78,0,0
2291,2026-05-12,P004,0,131,80,131,15
2292,2026-05-13,P004,131,0,76,55,15
2293,2026-05-14,P004,55,83,61,83,5
2294,2026-05-15,P004,83,80,52,111,5
2295,2026-05-16,P004,111,0,53,58,1
2296,2026-05-17,P004,58,94,57,95,0
2297,2026-05-18,P004,95,88,71,112,8
2298,2026-05-19,P004,112,134,74,172,1
2299,2026-05-20,P004,172,0,71,101,6
2300,2026-05-21,P004,101,127,47,181,15
2301,2026-05-22,P004,181,0,69,112,6
2302,2026-05-23,P004,112,98,53,157,6
2303,2026-05-24,P004,157,0,57,100,11
2304,2026-05-25,P004,100,0,62,38,1
2305,2026-05-26,P004,38,95,75,95,13
2306,2026-05-27,P004,95,87,91,91,12
2307,2026-05-28,P004,91,111,70,132,8
2308,2026-05-29,P004,132,87,60,159,13
2309,2026-05-30,P004,159,0,83,76,10
2310,2026-05-31,P004,76,121,66,131,9
2311,2026-06-01,P004,131,113,62,182,15
2312,2026-06-02,P004,182,0,82,100,10
2313,2026-06-03,P004,100,0,68,32,3
2314,2026-06-04,P004,32,0,64,0,0
2315,2026-06-05,P004,0,95,72,95,10
2316,2026-06-06,P004,95,85,54,126,12
2317,2026-06-07,P004,126,87,64,149,15
2318,2026-06-08,P004,149,0,54,95,10
2319,2026-06-09,P004,95,130,60,165,4
2320,2026-06-10,P004,165,0,56,109,6
2321,2026-06-11,P004,109,116,71,154,12
2322,2026-06-12,P004,154,0,63,91,3
2323,2026-06-13,P004,91,101,56,136,12
2324,2026-06-14,P004,136,127,71,192,9
2325,2026-06-15,P004,192,0,65,127,5
2326,2026-06-16,P004,127,126,64,189,1
2327,2026-06-17,P004,189,0,57,132,2
2328,2026-06-18,P004,132,0,56,76,3
2329,2026-06-19,P004,76,121,67,130,3
2330,2026-06-20,P004,130,86,57,159,9
2331,2026-06-21,P004,159,0,72,87,14
2332,2026-06-22,P004,87,123,69,141,11
2333,2026-06-23,P004,141,0,57,84,8
2334,2026-06-24,P004,84,82,59,107,2
2335,2026-06-25,P004,107,0,72,35,8
2336,2026-06-26,P004,35,0,71,0,0
2337,2026-06-27,P004,0,92,57,92,15
2338,2026-06-28,P004,92,81,55,118,5
2339,2026-06-29,P004,118,0,69,49,13
2340,2026-06-30,P004,49,115,56,115,8
2341,2026-07-01,P004,115,0,78,37,0
2342,2026-07-02,P004,37,126,67,126,7
2343,2026-07-03,P004,126,87,71,142,7
2344,2026-07-04,P004,142,0,56,86,8
2345,2026-07-05,P004,86,0,55,31,13
2346,2026-07-06,P004,31,111,66,111,6
2347,2026-07-07,P004,111,117,65,163,10
2348,2026-07-08,P004,163,0,63,100,13
2349,2026-07-09,P004,100,0,68,32,3
2350,2026-07-10,P004,32,109,65,109,4
2351,2026-07-11,P004,109,135,65,179,6
2352,2026-07-12,P004,179,0,65,114,1
2353,2026-07-13,P004,114,94,63,145,15
2354,2026-07-14,P004,145,0,55,90,12
2355,2026-07-15,P004,90,111,73,128,13
2356,2026-07-16,P004,128,122,80,170,11
2357,2026-07-17,P004,170,0,62,108,13
2358,2026-07-18,P004,108,92,70,130,6
2359,2026-07-19,P004,130,0,42,88,7
2360,2026-07-20,P004,88,94,72,110,8
2361,2026-07-21,P004,110,99,53,156,15
2362,2026-07-22,P004,156,0,55,101,12
2363,2026-07-23,P004,101,122,57,166,6
2364,2026-07-24,P004,166,0,71,95,4
2365,2026-07-25,P004,95,85,49,131,3
2366,2026-07-26,P004,131,116,95,152,7
2367,2026-07-27,P004,152,0,65,87,15
2368,2026-07-28,P004,87,0,56,31,10
2369,2026-07-29,P004,31,117,51,117,5
2370,2026-07-30,P004,117,108,77,148,7
2371,2026-07-31,P004,148,0,60,88,2
2372,2026-08-01,P004,88,80,57,111,12
2373,2026-08-02,P004,111,107,74,144,13
2374,2026-08-03,P004,144,91,74,161,8
2375,2026-08-04,P004,161,0,86,75,14
2376,2026-08-05,P004,75,102,99,102,14
2377,2026-08-06,P004,102,75,67,110,14
2378,2026-08-07,P004,110,80,68,122,3
2379,2026-08-08,P004,122,91,82,131,8
2380,2026-08-09,P004,131,0,64,67,4
2381,2026-08-10,P004,67,113,70,113,15
2382,2026-08-11,P004,113,0,68,45,2
2383,2026-08-12,P004,45,123,81,123,14
2384,2026-08-13,P004,123,120,83,160,3
2385,2026-08-14,P004,160,0,82,78,10
2386,2026-08-15,P004,78,111,59,130,14
2387,2026-08-16,P004,130,127,72,185,0
2388,2026-08-17,P004,185,0,64,121,11
2389,2026-08-18,P004,121,79,90,110,2
2390,2026-08-19,P004,110,129,80,159,9
2391,2026-08-20,P004,159,0,59,100,10
2392,2026-08-21,P004,100,82,65,117,3
2393,2025-01-01,P005,213,0,32,181,9
2394,2025-01-02,P005,181,0,41,140,5
2395,2025-01-03,P005,140,0,38,102,12
2396,2025-01-04,P005,102,106,28,180,4
2397,2025-01-05,P005,180,0,30,150,14
2398,2025-01-06,P005,150,0,34,116,9
2399,2025-01-07,P005,116,135,40,211,2
2400,2025-01-08,P005,211,0,39,172,5
2401,2025-01-09,P005,172,0,36,136,5
2402,2025-01-10,P005,136,0,40,96,10
2403,2025-01-11,P005,96,0,32,64,6
2404,2025-01-12,P005,64,93,33,124,3
2405,2025-01-13,P005,124,120,47,197,11
2406,2025-01-14,P005,197,0,45,152,14
2407,2025-01-15,P005,152,0,33,119,8
2408,2025-01-16,P005,119,101,43,177,3
2409,2025-01-17,P005,177,0,43,134,1
2410,2025-01-18,P005,134,0,30,104,0
2411,2025-01-19,P005,104,112,44,172,8
2412,2025-01-20,P005,172,0,46,126,12
2413,2025-01-21,P005,126,0,34,92,1
2414,2025-01-22,P005,92,0,35,57,3
2415,2025-01-23,P005,57,0,44,13,2
2416,2025-01-24,P005,13,135,50,135,8
2417,2025-01-25,P005,135,0,37,98,14
2418,2025-01-26,P005,98,0,36,62,12
2419,2025-01-27,P005,62,119,54,127,3
2420,2025-01-28,P005,127,0,33,94,10
2421,2025-01-29,P005,94,99,44,149,0
2422,2025-01-30,P005,149,0,51,98,13
2423,2025-01-31,P005,98,96,38,156,8
2424,2025-02-01,P005,156,0,34,122,4
2425,2025-02-02,P005,122,135,33,224,14
2426,2025-02-03,P005,224,0,48,176,0
2427,2025-02-04,P005,176,0,42,134,6
2428,2025-02-05,P005,134,0,39,95,10
2429,2025-02-06,P005,95,95,45,145,12
2430,2025-02-07,P005,145,0,38,107,8
2431,2025-02-08,P005,107,157,37,227,5
2432,2025-02-09,P005,227,0,30,197,7
2433,2025-02-10,P005,197,0,48,149,11
2434,2025-02-11,P005,149,0,38,111,8
2435,2025-02-12,P005,111,154,40,225,15
2436,2025-02-13,P005,225,0,38,187,12
2437,2025-02-14,P005,187,0,50,137,2
2438,2025-02-15,P005,137,0,38,99,13
2439,2025-02-16,P005,99,156,33,222,9
2440,2025-02-17,P005,222,0,32,190,2
2441,2025-02-18,P005,190,0,55,135,5
2442,2025-02-19,P005,135,120,46,209,9
2443,2025-02-20,P005,209,0,33,176,12
2444,2025-02-21,P005,176,0,43,133,1
2445,2025-02-22,P005,133,0,41,92,11
2446,2025-02-23,P005,92,116,36,172,15
2447,2025-02-24,P005,172,0,41,131,1
2448,2025-02-25,P005,131,0,39,92,12
2449,2025-02-26,P005,92,108,36,164,7
2450,2025-02-27,P005,164,0,36,128,10
2451,2025-02-28,P005,128,0,35,93,4
2452,2025-03-01,P005,93,116,33,176,12
2453,2025-03-02,P005,176,0,36,140,2
2454,2025-03-03,P005,140,0,38,102,3
2455,2025-03-04,P005,102,156,45,213,15
2456,2025-03-05,P005,213,0,48,165,1
2457,2025-03-06,P005,165,0,38,127,10
2458,2025-03-07,P005,127,145,42,230,5
2459,2025-03-08,P005,230,0,39,191,8
2460,2025-03-09,P005,191,0,38,153,15
2461,2025-03-10,P005,153,0,42,111,11
2462,2025-03-11,P005,111,0,46,65,15
2463,2025-03-12,P005,65,0,44,21,1
2464,2025-03-13,P005,21,122,35,122,13
2465,2025-03-14,P005,122,138,45,215,8
2466,2025-03-15,P005,215,0,41,174,7
2467,2025-03-16,P005,174,0,33,141,11
2468,2025-03-17,P005,141,95,52,184,3
2469,2025-03-18,P005,184,0,44,140,13
2470,2025-03-19,P005,140,0,41,99,13
2471,2025-03-20,P005,99,160,47,212,13
2472,2025-03-21,P005,212,0,53,159,14
2473,2025-03-22,P005,159,0,33,126,14
2474,2025-03-23,P005,126,0,30,96,10
2475,2025-03-24,P005,96,107,43,160,9
2476,2025-03-25,P005,160,0,45,115,14
2477,2025-03-26,P005,115,117,40,192,6
2478,2025-03-27,P005,192,0,50,142,1
2479,2025-03-28,P005,142,0,35,107,7
2480,2025-03-29,P005,107,99,39,167,6
2481,2025-03-30,P005,167,0,34,133,4
2482,2025-03-31,P005,133,92,50,175,7
2483,2025-04-01,P005,175,0,51,124,12
2484,2025-04-02,P005,124,0,38,86,11
2485,2025-04-03,P005,86,126,38,174,4
2486,2025-04-04,P005,174,0,46,128,6
2487,2025-04-05,P005,128,0,35,93,12
2488,2025-04-06,P005,93,147,36,204,0
2489,2025-04-07,P005,204,0,41,163,6
2490,2025-04-08,P005,163,0,32,131,14
2491,2025-04-09,P005,131,99,42,188,13
2492,2025-04-10,P005,188,0,38,150,10
2493,2025-04-11,P005,150,0,39,111,0
2494,2025-04-12,P005,111,141,43,209,3
2495,2025-04-13,P005,209,0,31,178,4
2496,2025-04-14,P005,178,0,46,132,1
2497,2025-04-15,P005,132,0,40,92,8
2498,2025-04-16,P005,92,0,40,52,10
2499,2025-04-17,P005,52,138,45,145,10
2500,2025-04-18,P005,145,0,44,101,13
2501,2025-04-19,P005,101,139,40,200,6
2502,2025-04-20,P005,200,0,41,159,12
2503,2025-04-21,P005,159,0,41,118,6
2504,2025-04-22,P005,118,0,39,79,3
2505,2025-04-23,P005,79,108,37,150,4
2506,2025-04-24,P005,150,0,38,112,5
2507,2025-04-25,P005,112,97,57,152,9
2508,2025-04-26,P005,152,0,42,110,5
2509,2025-04-27,P005,110,119,31,198,15
2510,2025-04-28,P005,198,0,36,162,5
2511,2025-04-29,P005,162,0,43,119,0
2512,2025-04-30,P005,119,158,44,233,14
2513,2025-05-01,P005,233,0,42,191,6
2514,2025-05-02,P005,191,0,51,140,15
2515,2025-05-03,P005,140,0,35,105,1
2516,2025-05-04,P005,105,0,36,69,2
2517,2025-05-05,P005,69,115,40,144,10
2518,2025-05-06,P005,144,0,30,114,14
2519,2025-05-07,P005,114,0,39,75,6
2520,2025-05-08,P005,75,150,36,189,11
2521,2025-05-09,P005,189,0,40,149,0
2522,2025-05-10,P005,149,0,47,102,2
2523,2025-05-11,P005,102,106,50,158,4
2524,2025-05-12,P005,158,0,39,119,4
2525,2025-05-13,P005,119,0,43,76,2
2526,2025-05-14,P005,76,146,43,179,0
2527,2025-05-15,P005,179,0,42,137,9
2528,2025-05-16,P005,137,0,44,93,10
2529,2025-05-17,P005,93,0,44,49,8
2530,2025-05-18,P005,49,160,31,178,10
2531,2025-05-19,P005,178,0,42,136,1
2532,2025-05-20,P005,136,0,42,94,15
2533,2025-05-21,P005,94,100,43,151,2
2534,2025-05-22,P005,151,0,35,116,7
2535,2025-05-23,P005,116,158,37,237,4
2536,2025-05-24,P005,237,0,34,203,6
2537,2025-05-25,P005,203,0,41,162,13
2538,2025-05-26,P005,162,0,45,117,13
2539,2025-05-27,P005,117,120,34,203,4
2540,2025-05-28,P005,203,0,40,163,13
2541,2025-05-29,P005,163,0,38,125,7
2542,2025-05-30,P005,125,160,39,246,0
2543,2025-05-31,P005,246,0,35,211,0
2544,2025-06-01,P005,211,0,34,177,6
2545,2025-06-02,P005,177,0,52,125,7
2546,2025-06-03,P005,125,120,41,204,13
2547,2025-06-04,P005,204,0,34,170,14
2548,2025-06-05,P005,170,0,39,131,6
2549,2025-06-06,P005,131,0,46,85,12
2550,2025-06-07,P005,85,97,44,138,9
2551,2025-06-08,P005,138,0,29,109,15
2552,2025-06-09,P005,109,99,31,177,9
2553,2025-06-10,P005,177,0,50,127,11
2554,2025-06-11,P005,127,0,56,71,13
2555,2025-06-12,P005,71,130,36,165,3
2556,2025-06-13,P005,165,0,44,121,3
2557,2025-06-14,P005,121,0,24,97,2
2558,2025-06-15,P005,97,126,35,188,4
2559,2025-06-16,P005,188,0,43,145,5
2560,2025-06-17,P005,145,0,45,100,5
2561,2025-06-18,P005,100,0,39,61,2
2562,2025-06-19,P005,61,152,42,171,10
2563,2025-06-20,P005,171,0,37,134,6
2564,2025-06-21,P005,134,0,36,98,4
2565,2025-06-22,P005,98,94,32,160,2
2566,2025-06-23,P005,160,0,40,120,0
2567,2025-06-24,P005,120,119,49,190,4
2568,2025-06-25,P005,190,0,51,139,4
